SYMBOL,2D 1,2D 2,2D 3,2D 4,2D 5,3D 1,3D 2,3D 3,3D 4,3D 5,InVivo 1,InVivo 2,InVivo 3,InVivo 4
CBX5,8.681486063,8.796575815,8.422732965,8.693319516,8.498645657,7.9120418,7.990993858,8.091105338,8.29774172,8.103083146,8.09396852,7.940559664,7.996020987,7.90553331
CBX6,7.454394201,7.41780766,7.404051727,7.405520174,7.395985752,7.287046548,7.411793144,7.324721834,7.284330281,7.376591863,6.270895952,5.85600703,6.128671921,6.060937265
CBX7,2.374730586,2.434777394,2.431311549,2.37739109,2.268593596,3.81217133,3.56424423,3.530823973,3.510226777,3.635257343,3.04335889,2.980737126,3.017270921,2.914058169
CBX8,5.205852709,5.160844998,5.246581342,5.118360474,5.226327872,5.401898723,5.322630793,5.224042633,5.140609917,5.24795694,4.616593259,5.046374105,4.718833884,4.720337733
CBY1,4.499004713,4.664285296,4.651694212,4.675999391,4.74760197,4.507136398,4.444834033,4.495654783,4.429401139,4.49116532,4.260106764,4.459643485,4.206492657,4.291705768
CC2D1A,5.14722005,5.102983853,5.241030997,5.134852457,5.163621437,5.093572274,5.252276311,5.063661215,5.12638493,5.276401137,5.158325258,5.316674698,5.153845487,5.109071802
CC2D1B,5.487035131,5.439501859,5.518425336,5.384988946,5.487722585,5.863360445,5.923696901,5.768450505,5.730969867,5.874865158,5.64259599,5.596385294,5.67180184,5.619575373
CC2D2A,4.090888868,4.061132516,4.029196898,4.00032497,4.066287349,4.302361049,4.333786413,4.277940904,4.271172014,4.282635674,4.131461649,4.141411537,4.213627449,4.112582569
CCAR1,7.080230414,6.927415306,7.025735448,7.029502336,7.082138915,6.546157543,6.604655974,6.642022958,6.629451423,6.674050581,7.108449808,7.078460192,7.02099637,7.084768171
CCAR2,7.622286105,7.624875538,7.675546196,7.609386861,7.682484282,7.053234584,7.224099233,7.140980275,7.147335106,7.253222252,7.285699719,7.341420336,7.387384063,7.351511962
CCBE1,0.209166053,0.18344185,0.806871109,-0.069788292,0.708412035,-3.107324325,-3.962405033,-2.456534868,-1.875767609,-2.195651123,0.842480574,0.476464441,1.023262338,0.741698009
CCDC102A,4.416521254,4.491319883,4.488626336,4.300866945,4.469421377,4.322590856,4.422393449,4.344280796,4.326972283,4.211746601,4.080099968,4.279972169,4.031826767,4.229557133
CCDC103,4.313636627,4.328810323,4.443772283,4.289863365,4.4193886,3.913455023,4.206485444,4.008900045,3.897381193,3.801058806,3.922394922,3.844564974,3.747166637,3.709837026
CCDC106,4.592703867,4.693621221,4.673050209,4.65256749,4.709188406,4.442054817,4.425405771,4.443840491,4.444768575,4.473256658,4.042260256,4.032056413,4.140640162,4.065922522
CCDC107,3.642525,3.695946456,3.81109314,3.611429473,3.79148385,4.621502991,4.259774245,4.428239981,4.293412269,4.32500835,4.181057479,4.309284293,4.30497604,4.183226558
CCDC112,3.790754394,3.856735799,3.778623225,3.81446955,3.840248477,4.155216068,4.007789451,4.010996122,3.932688557,3.879795507,3.911242092,4.010253177,3.997101917,4.002535778
CCDC113,3.991175493,3.939063083,3.709109789,3.963866729,4.004182439,4.346498033,4.394995713,4.497150915,4.290012928,4.323191708,4.337133824,4.252375822,4.272889465,4.107275099
CCDC115,4.4606843,4.425234385,4.560416736,4.393728282,4.445709021,4.790793156,4.711115094,4.644843451,4.669384687,4.658993501,4.665535475,4.713477645,4.738753633,4.687520394
CCDC117,5.814480041,5.905519031,5.919300202,5.916054453,5.85479601,5.726328525,5.477227741,5.706424481,5.658347808,5.554742662,5.248599537,5.258907575,5.018827189,5.01867248
CCDC12,5.087109761,5.063828048,5.309300113,5.175276002,5.200798912,4.994498855,4.877626356,4.733831349,4.722047903,4.840132449,4.960182968,5.102836034,4.911036342,4.91617019
CCDC120,1.808639375,1.968503153,2.195867266,1.891748917,2.085425884,2.75426519,2.569326154,2.166422862,2.690716014,2.823477292,3.677812094,3.639705908,3.684357033,3.598239952
CCDC121,2.809807492,2.688979221,2.628819286,2.616348154,2.763059311,1.851207447,1.728339571,1.947515758,2.123201184,2.03649451,1.813660273,1.999455255,2.214467856,2.067588634
CCDC122,1.930291592,1.869152197,1.681306305,1.700035556,1.68986635,2.273196214,1.831861846,1.894004892,1.846052219,1.944954153,1.416204921,1.650608663,1.28947628,1.356962289
CCDC124,6.199462393,6.235747061,6.291381315,6.181157503,6.279261286,5.541921018,5.63061906,5.525445456,5.603261268,5.49951027,5.646804727,5.803889331,5.431361633,5.602072574
CCDC125,4.102882069,4.121381877,3.970993437,3.924092981,3.984867827,4.118661162,4.089820276,4.265703983,4.143258261,4.390664876,4.481736041,4.302572623,4.311641123,4.382378851
CCDC126,2.838782063,2.833034636,2.890230098,2.943350117,2.665650837,3.291792994,3.058851533,3.455867099,2.987880958,2.908320674,2.548563983,2.507281113,2.462218482,2.800258976
CCDC127,4.656479126,4.564072351,4.546341605,4.646829251,4.668793243,4.805241927,4.813539142,4.763972753,4.75816982,4.810614149,4.376187405,4.481597851,4.308312431,4.189937003
CCDC134,1.769046088,2.037244462,1.736446333,1.872209479,2.040079843,1.350090479,1.728339571,1.603050388,1.970186573,1.629285237,0.976927818,0.84001757,1.559641505,1.022972508
CCDC136,1.284665077,1.015131067,0.857494608,0.917450457,1.295581392,1.020910168,1.495932182,1.511261919,1.354348713,1.605566883,0.499438103,0.271778206,0.3788146,0.270605107
CCDC137,6.577999725,6.561896669,6.646601445,6.505745811,6.661880328,5.946532131,5.989797315,6.04087252,6.107289665,6.109021432,6.182049635,6.301404633,6.1732687,6.334762483
CCDC138,3.352263874,3.352796827,3.453409965,3.506025655,3.51316189,1.710914011,1.867737646,2.166422862,2.406708947,1.954374026,2.504716355,2.064374082,2.394768815,2.536322047
CCDC14,5.453083453,5.117487766,5.265450603,5.341689686,5.475532409,5.545941674,5.405817016,5.333615342,5.475912028,5.59067515,6.259397827,6.305886168,6.337396729,6.30106718
CCDC142,3.318377195,3.158891657,3.149203393,3.174296018,3.327476081,3.697051324,3.558767673,3.54246376,3.776272606,3.785310278,4.008643342,3.898971588,3.749623024,3.732995813
CCDC144A,1.934324332,1.88076189,1.615861457,1.873045312,1.858956882,2.264912581,2.735480154,2.624547847,2.857171442,2.855504049,2.353232565,2.156285559,2.155225632,2.114336795
CCDC146,0.989721624,1.12257374,0.984400653,1.071030657,0.972550291,2.420620146,1.894070905,1.875717599,1.8916218,1.944954153,3.198204429,3.517515154,3.294624553,3.342236421
CCDC149,2.470409437,2.75725756,2.485964724,2.541009373,2.612428859,3.495597385,3.368418506,3.405766667,2.914721361,3.369089037,3.857055882,3.819709637,3.918504803,3.721462889
CCDC15,0.919126133,0.516777046,0.772107511,1.162347495,1.066004475,-0.128571918,0.160114057,0.035397448,0.312193055,0.203522947,0.694204162,0.935657246,0.887096797,0.977154916
CCDC150,1.22738538,1.027471988,1.086965858,1.202018334,1.535040858,1.04708288,0.944184757,1.038963853,1.203515468,1.024514754,2.28902355,2.186055012,2.497721967,2.637972579
CCDC154,-1.842585701,-2.614581864,-1.415247709,-1.718710758,-1.311603068,0.063167523,-0.275685343,-0.102820416,-0.692937025,-0.37112831,-0.269049101,0.538711723,0.036586657,-0.13625655
CCDC157,0.937101494,1.384833183,1.574394232,1.336427494,1.206032515,0.953322523,0.72699918,1.335079215,0.880897004,1.042292022,1.594120124,1.189559866,1.525647285,1.657331824
CCDC159,1.089532137,1.285574329,1.086965858,1.17834697,0.996487475,2.278729147,2.141271228,1.921008406,1.935795966,2.105762045,2.297614627,2.545681347,2.577315863,2.498981938
CCDC167,4.165214516,4.195713152,4.351123393,4.218154613,4.2824984,3.342867442,3.553270247,3.424758798,3.450579249,3.487366036,3.582601759,3.729180384,3.769124993,3.583026092
CCDC17,-1.842585701,-3.168878328,-2.26296609,-1.354096243,-1.568269562,-1.642249385,-0.786974418,-1.632064492,-1.129498374,-0.872551545,0.818802127,1.130149415,0.832528285,0.587605364
CCDC170,0.179271152,-0.164055996,0.115039327,0.189004893,-0.107561105,2.770065003,2.339527491,2.261043849,2.130822049,2.388868047,1.368073182,1.772186744,1.502531152,0.83026586
CCDC171,1.326180115,1.384833183,1.26002362,1.45281231,1.343029369,0.776890983,0.857627579,1.164791538,0.93413313,0.514953678,0.933489482,1.025349001,1.206079689,1.392303634
CCDC174,4.244945744,4.169504286,4.155953367,4.237373603,4.146034086,4.424691376,4.472766684,4.531140559,4.41230572,4.515233394,4.555224806,4.451576514,4.521673043,4.469068522
CCDC18,3.628765566,3.422204595,3.571836972,3.53737808,3.519371109,2.405526279,2.62279261,2.820458834,2.785497249,2.56522068,2.846643436,2.814563685,3.017270921,2.922141165
CCDC180,0.728961155,0.611959535,0.546939618,0.115955498,-0.64702991,1.545154836,0.998917104,1.369206064,1.101250465,1.303691345,0.525124754,1.972196024,2.034795512,1.43586127
CCDC181,0.428339904,0.463274406,0.058460621,0.394729811,0.231901907,-0.099570436,0.667179605,-0.177234724,0.558105483,0.105464828,-0.320708605,-0.102770847,-0.098266706,0.295708605
CCDC183,-1.24786814,-1.125178357,-0.727323793,-0.4331974,-0.737316615,2.789574506,1.876568913,1.800158286,1.328071542,2.027597467,2.605028467,2.851818889,3.073254604,3.213133551
CCDC183-AS1,0.179271152,-0.082223997,-0.631122423,-0.294246244,0.148897367,-0.043259959,0.070593104,0.484759605,0.558105483,0.463103829,1.157676287,1.388591114,0.813870271,1.022972508
CCDC22,4.779888151,4.895624882,4.854314455,4.792974161,4.837316563,4.502414943,4.615441283,4.532600358,4.559327289,4.641605399,4.562371917,4.70332208,4.696090409,4.549539201
CCDC24,2.123205167,2.091148765,2.121868184,2.132499732,2.134792452,2.616859858,2.280863384,2.369576849,2.268457543,2.559059387,2.846643436,2.946704486,2.768699148,2.5880424
CCDC25,6.320379761,6.342391484,6.328865814,6.300402381,6.238127379,5.818480731,5.883189771,6.004514753,5.87462484,5.751961833,5.961244556,5.91513415,6.017388611,5.911624764
CCDC28A,4.138274828,4.055117544,3.967156502,4.122162421,3.993814405,4.495303661,4.301359932,4.468455647,4.393422193,4.40790869,3.88011966,3.856833883,3.64795126,3.662373434
CCDC28B,0.725862388,0.634401966,0.643381331,0.140827428,0.555672572,-0.61110452,0.101054819,-0.296588743,-0.747780188,-0.153145972,-0.611033774,-0.679184934,-0.937128295,-0.392783479
CCDC30,-0.65643872,-0.136259721,-0.540936868,-0.294246244,-0.29822886,0.729192789,0.070593104,0.220678761,0.171492754,0.705512498,0.745341729,0.864528419,0.004036544,0.110055018
CCDC34,6.217040878,6.236743878,6.274791799,6.167696045,6.237813616,4.987758251,4.94634613,5.055560621,5.038970275,4.822236821,5.334600132,5.440042474,5.26103725,5.215672676
CCDC40,3.639783592,3.369858685,3.475186729,3.477213841,3.708774467,4.899833328,4.868801579,4.656941218,4.668075893,4.960715794,4.981667427,5.181762629,4.916512203,4.704022375
CCDC43,5.928378039,5.952387872,6.01253358,5.995808182,5.918436227,5.528050218,5.561105927,5.568777589,5.677987223,5.500314378,5.406855293,5.505795669,5.316765461,5.448249487
CCDC47,8.237438968,8.13534118,8.230162985,8.192401241,8.160496192,8.251590687,8.223248886,8.246623851,8.206364825,8.164612411,7.993446427,7.939838979,7.870593833,7.897484583
CCDC50,5.980770026,6.041791025,5.964265816,5.977351319,5.949425276,5.877103786,5.760338509,5.891305571,5.933000797,5.896406083,5.933262385,5.646716106,5.907287563,5.981942289
CCDC51,4.705806354,4.821376434,4.890216891,4.712166993,4.78415996,4.159720987,4.31279229,4.251590644,4.220287866,4.254315343,4.299134303,4.351081455,4.559964725,4.432753814
CCDC57,4.084854672,3.880741146,3.940008373,4.036981777,4.190811494,5.026093548,5.159441853,4.876312321,4.902054824,5.131334595,5.688230284,5.685925484,5.96814198,5.686351435
CCDC59,5.421509239,5.366697867,5.528224052,5.327859743,5.42185297,4.971621953,4.864368866,4.887764311,4.908719534,4.784445771,4.660548795,4.698217363,4.640261848,4.72727394
CCDC6,6.909223213,6.886505201,6.853012165,6.867640105,6.833245753,6.713810764,6.771075242,6.858860299,6.893840812,6.812569155,6.535708026,6.428087064,6.446269515,6.481458411
CCDC61,2.47656795,2.746099887,2.475198468,2.630955049,2.50388711,2.445430882,2.219712343,2.369576849,2.068697266,2.666126762,2.639228502,2.662113832,2.683905413,2.764741556
CCDC65,0.376588343,0.138636884,-0.456058824,0.124403995,0.291164299,-0.384317215,-0.275685343,-0.56975186,-0.316194067,-0.468463986,0.127732023,-0.252869911,-0.063353337,-0.007850536
CCDC66,3.301130625,2.894961784,2.857440567,3.127677879,3.133328092,2.835348252,2.983188421,2.690480943,2.910300104,2.932353735,3.211904039,3.222727305,3.291256319,3.193232682
CCDC68,4.955506833,5.14818602,4.921286804,5.072010671,4.876541682,5.902860852,5.800336487,5.906022552,5.77358118,5.721252765,5.366594138,5.116931712,5.185033679,5.199968335
CCDC69,2.739847509,2.596751073,2.776441886,2.731973384,2.7734874,2.133610825,2.643636447,2.76192031,2.842301927,2.683223547,2.730888102,2.750250599,2.491865062,2.386640692
CCDC7,0.844897652,1.039708238,1.345267779,1.17834697,1.031664649,0.807835607,0.892876039,1.252446395,0.968562929,0.636968396,1.675473737,1.977149841,1.502531152,1.751063721
CCDC71,4.104871278,4.3510745,4.26779539,4.126292242,4.230461017,4.266609713,4.242798424,4.256899339,4.239800606,4.067285363,3.97154244,3.942793828,3.927211181,3.877173181
CCDC71L,3.304596472,3.547462043,3.493975429,3.524918751,3.5152346,3.938139767,3.789030923,3.759969239,3.693783149,3.605671965,3.914038393,4.056197524,3.920686328,4.15949111
CCDC74A,2.735745454,2.896409128,2.728016727,2.791644694,2.821078787,1.626556952,2.077211737,1.892641357,1.830599179,1.943914202,2.418018505,2.216746515,2.173562493,2.418988003
CCDC74B,0.860052027,1.094343712,1.04185747,0.987410919,1.14340983,-0.070858991,-0.216263692,-0.097391065,0.248049312,-0.148701928,0.650338614,0.189188537,0.20842667,0.533760511
CCDC77,4.512554629,4.382639157,4.272466808,4.518377763,4.537286472,3.434945253,3.550513659,3.747451922,3.840423119,3.649825584,3.664589307,3.931237434,3.892065911,3.780451863
CCDC78,0.23845404,-1.36217788,-0.093528543,0.235625371,0.037939266,0.882412221,0.875359457,0.707899017,1.002190179,0.988289237,-0.170968819,-0.151089273,0.18915561,0.138085
CCDC80,5.262195246,5.233885843,5.150038758,5.176770071,5.202086146,5.391083616,5.394332741,5.475468167,5.469164526,5.421849779,5.903320199,5.784752635,5.881200584,6.147081407
CCDC82,4.638739629,4.503518892,4.545055213,4.656142333,4.61858418,4.754521623,4.718501786,4.834315723,4.75816982,4.708543661,5.046815573,4.936505827,4.943584019,4.927256492
CCDC85A,0.786607356,0.925655972,0.543851628,0.72391265,0.634062694,1.147269213,0.839675048,0.78831155,0.602630457,0.295338249,-0.269049101,0.033172963,-0.286757058,-0.205016255
CCDC85B,4.602592533,4.655366922,4.8584631,4.616323241,4.836487925,3.87561745,3.835063889,3.701468426,3.847378014,3.737006181,3.28716983,3.413379662,3.599751999,3.443985005
CCDC85C,6.052609067,6.136339684,6.242617266,5.998908423,6.146492642,5.071428206,5.325052286,5.202194004,5.257479541,5.29227402,5.116450628,4.822275746,5.052044407,4.94323145
CCDC86,6.321663198,6.349167021,6.474838708,6.304736279,6.425840738,5.278224685,5.545962004,5.495816991,5.529506068,5.486583206,5.401883666,5.429813169,5.532537387,5.5495579
CCDC87,0.29530447,0.499162378,0.873981912,0.43524068,0.722832927,0.593704037,0.625875909,0.532234029,0.687758603,1.128033841,0.911269801,0.411409823,0.546412808,0.295708605
CCDC88A,6.404344839,6.314022383,6.191325076,6.354212545,6.306744653,5.87801537,5.900070833,6.031610535,6.075063612,6.045433862,6.794694764,6.592556688,6.83544455,6.917708716
CCDC88B,2.025776845,2.037244462,2.253710221,1.999237697,2.028517077,2.545213427,2.62803187,2.47659321,2.374973441,2.346568604,2.737217665,2.801928383,2.862467155,2.800258976
CCDC88C,4.151807552,4.101090556,3.988134472,3.935905397,4.070522092,4.21703972,4.518622121,4.040025869,4.369464807,4.49278241,4.827060002,4.82696053,4.957463131,4.953126711
CCDC9,5.167347519,5.139684569,5.203200934,5.113687933,5.185912576,5.396819359,5.294899335,5.204027414,5.241729524,5.325321536,5.343962033,5.425701052,5.280703003,5.348312515
CCDC90B,5.625109771,5.6295902,5.743717236,5.640582879,5.593523647,5.498717162,5.479403355,5.523978396,5.462385318,5.389228719,5.336685811,5.109260238,5.209329257,5.162077413
CCDC91,5.689488349,5.673932127,5.669510192,5.679044255,5.601349666,5.818005808,5.662244751,5.680979272,5.614855767,5.559379929,5.424612613,5.417441488,5.329136272,5.42994246
CCDC92,5.22883687,5.328558468,5.302464499,5.175276002,5.298507194,5.355527509,5.36482339,5.089678363,5.274780231,5.388360229,5.671802523,5.729111487,5.580238208,5.673839709
CCDC93,4.915266693,4.810705591,4.756558555,4.924481584,4.964121043,4.951843941,5.093742545,5.022695596,5.20068049,5.138583528,5.261831014,4.998727364,5.156624668,5.179040799
CCDC96,1.632305681,1.495577366,1.857458581,1.660714158,1.849525022,1.61793952,2.073760086,1.857195521,1.798996177,2.045337022,1.318280067,1.548413644,1.248380505,1.206245734
CCDC97,6.297515383,6.302960908,6.330360059,6.26759325,6.367664686,6.349214993,6.432689107,6.399186811,6.391668067,6.486317412,6.341663603,6.526890733,6.346350457,6.437021251
CCER2,-0.552455508,-1.180879042,-0.585325052,-0.508036749,-0.388346177,0.967095736,0.960890018,0.161523344,0.535316858,0.853818044,1.176429902,1.607694057,1.039413737,0.929834371
CCHCR1,4.318787516,4.333787696,4.362852634,4.279702488,4.152706798,3.442359583,3.556021578,3.492332711,3.598066107,3.632325958,3.862856486,3.945668521,3.876416467,3.922198937
CCL15,-4.582389875,-4.582389875,-3.998470309,-2.820303693,-3.458206891,-2.136158299,-2.92821277,-3.158914744,-1.454908307,-3.090411119,0.528924015,-1.751776076,0.186257127,0.651814067
CCL2,1.930291592,2.061450909,2.253710221,2.065257387,1.951012013,2.36448645,2.590951089,2.494681153,2.10783761,2.508798212,4.14818375,3.470384711,4.186688069,4.301033858
CCL26,0.478299169,0.138636884,0.543851628,0.265889219,0.935882943,-0.880314343,0.007669458,-0.215932558,-0.275332206,-0.519710634,-2.205031139,-1.520911214,-1.885952687,-1.657428599
CCM2,5.453864022,5.523585594,5.586909282,5.432456649,5.405184139,5.310995266,5.406579394,5.285940648,5.23555778,5.272640824,5.344998504,5.360417259,5.38234187,5.272099013
CCNA2,6.639329254,6.725876232,6.757388298,6.689139439,6.622524393,4.546656888,5.004909997,5.269400623,5.380047908,4.857808812,4.981667427,4.82851875,4.98586927,5.243355481
CCNB1,7.889920327,7.913934367,7.988718294,7.921631992,7.957962478,5.490395889,6.06994394,6.260714036,6.413701528,6.014247127,6.427829879,6.375226761,6.431811336,6.578302827
CCNB1IP1,4.609614596,4.558767945,4.547626852,4.586657632,4.506360296,4.708117273,4.554835454,4.599596282,4.52792616,4.476529357,4.996254562,4.990398982,5.094210711,5.053124394
CCNB2,6.86560043,6.879501715,6.941223863,6.925958012,6.922826128,4.552378482,5.167560268,5.489817574,5.568609569,5.137550193,5.445056969,5.471300087,5.583684152,5.675633756
CCNB3,0.550136778,0.951791503,0.502034086,0.756250636,0.251927743,0.38382677,0.160114057,0.277503842,0.257548297,0.565004533,0.165769965,-0.544007777,-0.875264698,0.165580752
CCNC,5.857588792,5.890818544,5.85535048,5.908880338,5.747803458,5.514044761,5.401234271,5.612917645,5.508453027,5.311643617,5.632444643,5.539485668,5.569155547,5.556714556
CCND1,9.152133463,9.122976475,9.18395558,9.147029987,9.181263891,8.75168279,8.984443235,8.917627343,8.948536524,8.912384667,9.17295792,9.053269625,8.927241779,9.160232845
CCND3,6.701119167,6.892421008,6.844671364,6.753798103,6.769771768,6.148529772,6.152703833,6.131325726,6.040079101,6.190995729,6.676161782,6.801764605,6.726500523,6.654874977
CCNDBP1,4.740766462,4.58196283,4.721684814,4.709416834,4.686375534,5.366611439,5.177421132,5.281606361,5.12638493,5.236420355,4.870895192,4.950884572,4.847096722,4.88859161
CCNE1,5.142386121,5.056319485,5.182666977,5.144047014,5.247054414,3.849829592,4.216954181,4.152533967,4.313641811,4.036572459,4.335048793,4.431209508,4.177595318,4.64052964
CCNE2,3.178045803,3.224678916,3.403176085,3.37332309,3.284374678,2.316876678,2.753186733,2.741867466,2.949611956,2.552871668,2.975376043,2.986331991,2.90716054,3.121334871
CCNF,6.029232544,6.068163657,6.109274104,6.024856651,6.153828605,4.319909882,4.923091059,4.914883793,5.122567792,4.792346243,4.706434177,4.898436274,4.768126867,5.095733767
CCNG1,6.739716489,6.727058982,6.776149928,6.758295678,6.591427183,6.279864723,6.195239689,6.309215709,6.337125873,6.138245219,6.110715477,6.06211551,5.995306041,6.11878785
CCNG2,4.147953995,4.079028412,4.195845895,4.190810505,4.029056026,5.887099674,5.336299156,5.476226968,5.313801672,5.400471757,4.650523425,5.008383431,4.71757972,4.82965372
CCNH,4.50654815,4.568301879,4.710252979,4.611912101,4.561558788,4.347814665,4.258085623,4.337615398,4.308610956,4.37145555,4.29270259,4.324824485,4.425093342,4.311840945
CCNI,6.957632259,6.940730246,6.96233861,6.997733279,6.995522863,7.258279197,7.116849036,7.178996081,7.120074764,7.216015254,6.563133694,6.734373889,6.468807246,6.487599042
CCNJ,4.350989574,4.365728664,4.324378658,4.388579915,4.314986323,4.159720987,4.064924564,4.175141793,4.051882119,4.105836339,4.476070482,4.420917158,4.450983608,4.693435651
CCNJL,5.459316212,5.639171544,5.545052416,5.464615491,5.533946078,5.120012418,5.177421132,5.09561627,5.117782123,5.211103372,4.747773606,5.000110765,4.81813351,4.907035782
CCNK,6.365464218,6.390957312,6.429547105,6.425488785,6.467648771,6.142852467,6.233552871,6.156161005,6.212036956,6.204380942,5.931193441,5.868179427,5.865432186,6.033685042
CCNL1,5.237022341,4.91318932,4.958481707,5.272106976,5.353410827,6.082840354,5.963097689,5.947105873,5.920414186,5.978336848,6.451119772,6.423970017,6.503787186,6.498451597
CCNL2,6.231679478,5.611259698,5.909836621,6.034502499,6.308538476,7.200604759,6.988814443,6.942230814,6.915787341,7.068753932,7.481026728,7.664474299,7.615768731,7.637035041
CCNO,2.420171384,2.466848371,2.584425826,2.448383451,2.422294801,2.659896813,2.574762852,2.54762285,2.456076963,2.595638525,3.093556874,3.046484695,3.26058303,3.124841059
CCNT1,6.401110785,6.337753488,6.266229795,6.387497724,6.31628604,6.358062399,6.422171772,6.466414064,6.501191724,6.535786249,6.250022231,6.220636576,6.222729808,6.211568318
CCNT2,4.80824342,4.677070835,4.664782622,4.779270428,4.675295886,5.154277848,5.034803992,5.075727457,5.180627658,5.188331137,5.607613231,5.627152162,5.661403169,5.831279587
CCNY,6.359228243,6.270881191,6.365765356,6.326436977,6.280480411,6.305839934,6.257837204,6.295093693,6.269694183,6.178490297,5.968660537,5.961319093,5.967086925,6.02526727
CCNYL1,4.602592533,4.621168798,4.678926754,4.703900737,4.517777015,4.18793005,4.261460892,4.263947348,4.367853413,4.217625921,4.910640198,4.764838628,4.754738327,4.735324256
CCP110,5.118955098,5.109528664,5.0753702,5.143028286,5.170213483,4.483373072,4.57396486,4.627187831,4.75816982,4.515233394,4.695098923,4.451576514,4.450983608,4.574113448
CCPG1,8.110747101,8.167757898,8.078314461,8.117806886,7.995565285,9.12839116,9.030548355,9.073141156,8.968534682,8.991157927,8.192634759,8.106318927,8.037812033,7.923565989
CCRL2,-3.487505704,-3.70903038,-3.262339605,-3.100103369,-2.834116996,0.113574909,0.160114057,0.00206449,0.200752007,0.000252617,1.157676287,1.30150941,1.177173994,1.138482878
CCS,4.456016692,4.420563213,4.495302374,4.478551365,4.582467159,4.816697651,4.612801069,4.506095271,4.571978779,4.695963827,5.014609208,5.155930575,4.999349358,5.025253823
CCSAP,4.726625565,4.740289669,4.703350143,4.836475581,4.587400997,3.598732292,3.821407564,4.062432109,4.069833538,3.780022333,4.024256233,3.755630702,3.942322048,4.060440257
CCSER2,5.641647029,5.554294955,5.468407888,5.504823124,5.444326651,5.57208798,5.606933953,5.657755335,5.701206972,5.663555705,5.296532928,5.150957306,5.303451951,5.391889033
CCT2,9.044125367,9.023191773,9.1113925,9.060686875,9.071322287,8.133937497,8.166318541,8.199154254,8.166369321,8.104802506,8.146185848,8.137266247,8.159425169,8.21095875
CCT3,9.492201706,9.49661673,9.550829573,9.496368032,9.574108192,8.594186325,8.757649152,8.725498756,8.704987968,8.687354904,8.475189167,8.525800681,8.590828107,8.548024422
CCT4,8.989858889,8.97283116,9.036988761,9.020237878,8.958983936,8.008330706,8.020178676,8.10478637,8.112780553,7.93096721,7.817942379,7.8225639,7.710225809,7.864177595
CCT5,9.212762888,9.255232849,9.31529891,9.253903576,9.303120313,8.124558282,8.29180382,8.333669476,8.292230312,8.195103211,8.115538375,8.064583291,8.128498232,8.201027619
CCT6A,9.051170402,9.032501557,9.089995341,9.059607527,9.056498754,8.215083404,8.293453455,8.324849981,8.306390232,8.193985339,8.188229276,8.083793543,8.138373443,8.126250857
CCT6B,0.14874365,0.743155516,0.058460621,-0.208530779,0.170100493,1.895095706,1.025841406,0.936823581,1.159486732,1.193137476,2.618805921,2.626727752,2.848784616,2.245611186
CCT6P1,0.989721624,1.198101255,1.496993734,1.471826395,1.579379792,2.125834373,1.711557888,1.9996194,1.967720631,1.959903038,2.661031522,2.585225921,2.706283963,2.452078099
CCT6P3,1.4057895,1.078892739,1.050731651,1.37920792,1.290652825,2.396749817,2.071531305,2.096606361,1.997871038,2.158958442,3.097252241,3.424591436,2.752183416,3.174881185
CCT7,9.365291824,9.372073464,9.422207362,9.382342884,9.434532581,8.425571655,8.52636404,8.532714438,8.469477952,8.425602537,8.452167451,8.481051441,8.455000271,8.508978797
CCT8,8.065398208,8.071313709,8.123671062,8.123701536,8.108245004,7.267700346,7.322512024,7.399830185,7.327663974,7.294601755,7.106617593,7.018629813,7.153735955,7.085892909
CCZ1,6.526497292,6.564257071,6.489451485,6.507452731,6.416544625,6.261749014,6.24851268,6.295953519,6.310114923,6.229689071,6.39285125,6.2405953,6.453817514,6.183796485
CCZ1B,5.514470964,5.521454887,5.631542725,5.669305272,5.654805193,5.437704303,5.359321002,5.535673321,5.471409699,5.357859681,5.438905485,5.475413749,5.46688433,5.486724347
CD109,7.140379668,7.025655215,6.952426472,7.165898597,6.948171015,7.661662758,7.667249401,7.745604423,7.866741538,7.721948397,7.81756908,7.473273074,7.919955569,7.858134043
CD14,2.628103534,2.797446236,2.798202119,2.601591854,2.720576437,3.057608056,2.719223724,2.664084608,2.374973441,2.818327654,1.477980183,0.815083082,1.023262338,1.081883437
CD151,8.857786064,8.979396925,8.974513549,8.909164523,8.939484551,9.311260671,9.259629561,9.169799665,9.126853324,9.237697266,9.171790126,9.291515323,9.158395783,9.201963059
CD163L1,-1.970788541,-2.468790982,-2.777270736,-1.779223569,-2.066596013,1.370962074,1.552135333,1.321631586,1.217898095,1.208964477,0.407182377,0.117169838,0.476954648,0.546365808
CD164,8.039762241,8.040724865,8.047361181,8.090134311,7.909438864,8.945188276,8.618246138,8.771584675,8.690154625,8.608629671,7.958489267,7.940379526,7.8502805,7.873847019
CD22,-0.455465724,0.205333105,0.297228356,0.25083665,0.43823758,2.316876678,2.547372138,2.853540595,2.905865255,2.771134561,1.493019361,1.785084058,0.850948077,1.022972508
CD24,8.99857823,9.025212394,9.062555958,9.039116114,8.964114277,9.175903621,9.249945006,9.3777993,9.271652564,9.245811381,9.433687092,9.312267467,9.337459543,9.318118524
CD27-AS1,0.019732381,0.092395713,-0.631122423,-0.014182401,-0.133304503,1.660944755,0.960890018,1.413234406,1.328071542,1.386468789,2.200175979,2.467830765,2.048825788,1.985114183
